1.000000000000000000e+00,1.903668476214005756e-01,1.705743084124303477e-01,2.907913502578546860e-01,2.359587076070355713e-02,1.266707380166920138e-01,9.073480379027994147e-02,1.735811333947388513e-01,1.300890044521887390e-01,1.000000000000000021e-02,1.524754834511003743e-01,1.667066877614153397e-01,1.998064686028015180e-01,1.323363753863401326e-01,1.041557627869064001e-01,3.568591379285108722e-01,1.346044437993103859e-01,1.896431554783369611e-01,2.098657927391875400e-01,1.793236195667556321e-01,1.800625507605362885e-01,1.484729313610774204e-01,1.174171832359785506e-01,1.615508105745371292e-01,2.515312908196201125e-01,9.207543531728561159e-02,2.597362464252653824e-01,6.531835120495062263e-02,9.110284999028644970e-02,1.362118272425063559e-01,1.728214153271618037e-01,1.881848522074761054e-01,3.131767039829426724e-01,1.671305716462265500e-01,8.458056228867377735e-02,1.000000000000000021e-02,2.507648768453074606e-02,2.198692664547030884e-01,1.357081297309370438e-01,5.594403471200840722e-02
1.903668476214005756e-01,1.000000000000000000e+00,5.197476874168511785e-01,4.566094997233099972e-01,1.304406382478341953e-01,1.708344553954712908e-01,2.442355027248126753e-01,4.892304742408302709e-01,3.581915772923578434e-01,1.000000000000000021e-02,2.044657548021726612e-01,2.941806575334467433e-01,2.865150892609625854e-01,3.230615639839052866e-01,2.177114125798579880e-01,3.262051795031868373e-01,3.261901810955085690e-01,3.569051816631522156e-01,4.598787126165112538e-01,3.369086019805884735e-01,2.787215429021621116e-01,3.178902128514440317e-01,2.385067570371682266e-01,1.729060418511182418e-01,3.494218143142451827e-01,3.209751266008685766e-01,4.110410347569745659e-01,9.163987740547366312e-02,2.103387031701154375e-01,3.823571292969484281e-01,4.894702860628600827e-01,4.127974405354692955e-01,2.230685516881932284e-01,2.874372478492564498e-01,3.831916463624627234e-01,1.000000000000000021e-02,8.014712497671112879e-02,4.987594588226823555e-01,1.664288354486929133e-01,1.325747040638826368e-01
1.705743084124303477e-01,5.197476874168511785e-01,1.000000000000000000e+00,4.831098415757821840e-01,2.777961595166584391e-02,7.652357807096699105e-02,1.382971326483918018e-01,5.185299871486123147e-01,2.597251045175384965e-01,1.000000000000000021e-02,2.790530895051890337e-01,2.971623591210347803e-01,3.549405416146034220e-01,3.674579226107648200e-01,1.333596053348398702e-01,2.046456710091092424e-01,2.907909924408015323e-01,2.507154914827043335e-01,3.658934682057151666e-01,3.056508683025012107e-01,2.980956696658198513e-01,2.906005385953037146e-01,2.149184653839898151e-01,2.189183335897482985e-01,2.611745562053125469e-01,2.742861273636597041e-01,3.859951591609399046e-01,4.593377449872430157e-02,3.148414106351160036e-01,2.669373129287151980e-01,4.212106806966635086e-01,3.605624235095452046e-01,2.822508768992771366e-01,2.877997524377648997e-01,2.705404613745880371e-01,1.000000000000000021e-02,3.905743939332743248e-02,5.053819346841020854e-01,1.917178409557821483e-01,1.566226993521561139e-01
2.907913502578546860e-01,4.566094997233099972e-01,4.831098415757821840e-01,1.000000000000000000e+00,6.154621650564042618e-02,3.043537395436958226e-01,1.184276401058959038e-01,4.285586673067749985e-01,4.825622588408225444e-01,1.000000000000000021e-02,4.713732613490403400e-01,4.690492668111829744e-01,4.004431372010517354e-01,3.641404110479137257e-01,1.935559775658126369e-01,3.066814647879155253e-01,5.821706569268486620e-01,4.686709494115207653e-01,6.394333731483921035e-01,4.085655116903759709e-01,3.896228747774602152e-01,3.742450439136374429e-01,3.148723114018798230e-01,2.529769958602427482e-01,4.653176616849054037e-01,4.332560423290739982e-01,5.660493904610954807e-01,1.178151323350977997e-01,2.708976591968146330e-01,3.806659173797573015e-01,6.044006790806447649e-01,5.527481040230775022e-01,2.543915938284662115e-01,5.388959928541195987e-01,2.391208692025408866e-01,1.000000000000000021e-02,9.154040260695084016e-03,5.122106750517623208e-01,1.879667320880429315e-01,7.617195822742568734e-02
2.359587076070355713e-02,1.304406382478341953e-01,2.777961595166584391e-02,6.154621650564042618e-02,1.000000000000000000e+00,2.983650335024953804e-01,5.911323653183493398e-01,5.352655920703500853e-03,8.322609747950796000e-02,1.000000000000000021e-02,6.354457501551302734e-02,1.326372713655984796e-02,4.570287346158956321e-02,9.178510260933145717e-03,1.044914751544239323e-01,2.368217479263027420e-02,1.396914719265981708e-01,5.254125371573379472e-02,1.627763145214791360e-02,4.896757435385185736e-02,1.027154922981634161e-01,7.524270059138757696e-03,1.917754702466211575e-02,1.310505805493359655e-01,4.372142434133646782e-02,2.487687070737008496e-02,6.177476065511107277e-03,8.986529969998141576e-02,7.281212943241982538e-02,4.375535740221852404e-02,2.481218732306072344e-02,1.372753605436093267e-02,2.058853429610941199e-01,1.336472838522918261e-01,2.807955001902849301e-01,1.000000000000000021e-02,3.070623649183034654e-01,1.316834778776447556e-01,2.072448259192451181e-01,4.016693316857953278e-01
1.266707380166920138e-01,1.708344553954712908e-01,7.652357807096699105e-02,3.043537395436958226e-01,2.983650335024953804e-01,1.000000000000000000e+00,2.035532691136134886e-01,1.267946290765938344e-01,4.622098365864694691e-01,1.000000000000000021e-02,1.873945646625827799e-01,1.605466197683746987e-01,6.731818414108916952e-03,1.207550079118583156e-02,2.704696689076451777e-01,2.371584700390331757e-01,3.559262525655349507e-01,3.359838467426241038e-01,1.405425714258673187e-01,2.764175911205031255e-01,1.390475910860667075e-01,2.050389841664781443e-01,1.809388495998838775e-01,1.931908729457832152e-01,3.177958064350931977e-01,2.644366288445840762e-01,2.878539860183702004e-01,2.855314443602803842e-01,2.118444714215142743e-01,1.414849834991377675e-01,1.570773274445536050e-01,1.830709488450827094e-01,1.211111246929553742e-01,2.602429457593822271e-01,9.738230722281283891e-02,1.000000000000000021e-02,1.934180810817829610e-01,2.448633107978145929e-01,1.254230702683631071e-01,1.775897820504829250e-01
9.073480379027994147e-02,2.442355027248126753e-01,1.382971326483918018e-01,1.184276401058959038e-01,5.911323653183493398e-01,2.035532691136134886e-01,1.000000000000000000e+00,6.540112120919198968e-02,9.667875368438062778e-02,1.000000000000000021e-02,2.237869994019951458e-01,1.830633596007260055e-01,2.033028080135046434e-02,6.653695596276075486e-02,1.587494346834451286e-01,9.795046564758835839e-02,1.237163442897196708e-01,1.475666658078748084e-01,1.001213646344173147e-01,1.416414633876492690e-01,1.099711045768432954e-01,7.437049800352807383e-02,2.696848857370129013e-02,1.734069709423905759e-01,5.771931152833480877e-02,1.014616580713505190e-01,6.891456969625892048e-02,1.791135617042183270e-01,6.181809550582242213e-02,9.591283083877093218e-02,5.961889628099270588e-02,4.923201214884302679e-02,3.090421069828754308e-01,1.770623716745194642e-01,2.613166679930143399e-01,1.000000000000000021e-02,2.774732704093977875e-01,1.975703853017964085e-01,1.369878362607626909e-01,4.350538224558973543e-01
1.735811333947388513e-01,4.892304742408302709e-01,5.185299871486123147e-01,4.285586673067749985e-01,5.352655920703500853e-03,1.267946290765938344e-01,6.540112120919198968e-02,1.000000000000000000e+00,3.162751315340714409e-01,1.000000000000000021e-02,2.116415070827668832e-01,2.097946289120872221e-01,2.858297312612624319e-01,1.833321306240204285e-01,1.765453437438140039e-01,2.049367498352965000e-01,3.222284983706134032e-01,3.450695192492854724e-01,3.982182685262586896e-01,3.487033671227148801e-01,2.553389017496634494e-01,3.250384371381320747e-01,2.536652872569953865e-01,2.282621117579585746e-01,3.233942831845974530e-01,3.533469976623636044e-01,3.804585532517241186e-01,5.771784389160036083e-02,1.749271599863996829e-01,3.465227507131600215e-01,4.095495270248986630e-01,3.409308083579214999e-01,2.418460004929951224e-01,1.298813569192754647e-01,2.949231085603419289e-01,1.000000000000000021e-02,5.380998535359055729e-02,4.096347659583141620e-01,8.647294721984541410e-02,9.412421724121583511e-02
1.300890044521887390e-01,3.581915772923578434e-01,2.597251045175384965e-01,4.825622588408225444e-01,8.322609747950796000e-02,4.622098365864694691e-01,9.667875368438062778e-02,3.162751315340714409e-01,1.000000000000000000e+00,1.000000000000000021e-02,3.526876062065533168e-01,2.773325082282828702e-01,2.894809225428888744e-01,1.284531149113386783e-01,4.345828837931984268e-01,3.814620861820582909e-01,6.553793413166816295e-01,5.796023589250550723e-01,3.809575952046588831e-01,5.322992085453311928e-01,3.755560626383208089e-01,5.211832900519616230e-01,2.814236854462270898e-01,2.553794488956190878e-01,4.455952685997306983e-01,5.771534101164627062e-01,5.869040043887003844e-01,2.016320903542105081e-01,3.069054719703441236e-01,3.182020189516101549e-01,4.071518376411868978e-01,3.491680519574463792e-01,2.195487474812986006e-01,2.082173867666132494e-01,2.041581899408368705e-01,1.000000000000000021e-02,4.381918123534853798e-02,3.772286663570085796e-01,6.842349837483097108e-02,4.045496648698589798e-02
1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02
