-5.799167819905812898e-02,-1.882576092249244049e-01,-8.262954270116208422e-01,1.542899146978634617e-01,-6.114310208357008891e-01,1.544477657027112594e+00,-4.756446751147760388e-01,-9.489584475796889462e-01,4.846858209227861494e-03,9.807069563640095078e-01,-1.375074810043178886e+00,-6.900705034753004119e-01,1.221363161869504443e+00,-1.780692324305254592e+00,-7.292125753858229587e-01,-1.206542644642900841e+00,-2.612868467330162758e+00,2.180460807506736653e-01,-1.354961018114470450e+00,-6.648948284474367476e-01,-1.451152971656508139e+00,-4.856660288364764155e-02,2.366876438292912777e-01,5.528339165106357922e-02,-8.031165364505893356e-01,4.573195649579349098e-01,3.550240581203276680e-01
-4.707862981809600444e-02,-2.008964843079351636e-01,-8.077212733657055388e-01,1.645935313163498226e-01,-6.104861613606480386e-01,1.570485009835312695e+00,-4.762700378372541343e-01,-9.465291368239915348e-01,3.706781441316306554e-03,9.874724483717949308e-01,-1.401683343533438597e+00,-6.931831517108517637e-01,1.221749662085244825e+00,-1.764993277396135429e+00,-7.366985103994891926e-01,-1.208718230095320756e+00,-2.598322030301988050e+00,2.032943687515103293e-01,-1.358042323855512157e+00,-6.610603236077526867e-01,-1.446619761695476791e+00,-5.072829884143584267e-02,2.415354526350331210e-01,6.284381273825494219e-02,-7.915776548435405902e-01,4.474733064123907478e-01,3.613571402574199953e-01
-4.835919182292428703e-02,-2.061638067158951537e-01,-8.092195182524707375e-01,1.719519073888662042e-01,-5.970323063252631623e-01,1.557164407081569779e+00,-4.710180597816163162e-01,-9.416062774588691564e-01,1.244528561176079171e-02,9.939641122858813294e-01,-1.414180999852717058e+00,-6.949463877982251514e-01,1.216366012102710448e+00,-1.780698642109534768e+00,-7.251965995415852184e-01,-1.192059553241132219e+00,-2.597804691713147651e+00,2.092214973217623175e-01,-1.343618602821459840e+00,-6.455852294892771015e-01,-1.450955042592018573e+00,-4.457074432169226552e-02,2.373004441864820235e-01,5.001814321522129320e-02,-8.097456890171642607e-01,4.510364151989105785e-01,3.611605144236505471e-01
-5.769386032984083479e-02,-2.142202423904641939e-01,-7.804200742980093031e-01,1.639243124171733124e-01,-5.943954014321251034e-01,1.558734912368594960e+00,-4.666109308906418729e-01,-9.474411338752695144e-01,2.140617233906695616e-02,9.832150738413398816e-01,-1.417179537458259642e+00,-6.898020620481620790e-01,1.235547978676074132e+00,-1.791596515795379485e+00,-7.081983828614679677e-01,-1.180337615873797708e+00,-2.589044282453496049e+00,2.213962047019785440e-01,-1.346041746245044468e+00,-6.339640939475256198e-01,-1.447826626619588497e+00,-2.468747939009301520e-02,2.409866055293399811e-01,4.387800216516034996e-02,-8.101823752150782987e-01,4.645274237492454938e-01,3.646740559793118508e-01
-6.292537004530458777e-02,-2.174635295453068995e-01,-7.812782868556609195e-01,1.623235726192304162e-01,-5.758477556393503116e-01,1.549286612209962444e+00,-4.722289816983788469e-01,-9.271133052503612859e-01,2.876340462787272539e-02,9.735350110608349539e-01,-1.431308425858815792e+00,-6.779183503937304955e-01,1.238730851911390207e+00,-1.785936311389263897e+00,-6.948065250583943531e-01,-1.181222875784911697e+00,-2.582864688510273510e+00,2.123738051282984818e-01,-1.330476511387617133e+00,-6.425836074282658128e-01,-1.448837871716098569e+00,-2.368989254007272324e-02,2.471617125623180311e-01,2.970781687908907037e-02,-8.040264078209607979e-01,4.878591447254940761e-01,3.701189266293278268e-01
-5.557702549022212890e-02,-2.246776993906295372e-01,-7.692331522899603646e-01,1.770316360166206138e-01,-5.699883042546419754e-01,1.556939535012627829e+00,-4.670988196380854163e-01,-9.071579179695988815e-01,3.092093731870831225e-02,9.799348928532244374e-01,-1.459077506520476852e+00,-6.721757795599511143e-01,1.229979332636684575e+00,-1.798851606402635195e+00,-6.916765564403565270e-01,-1.185724526779965204e+00,-2.585176493407979059e+00,1.919403211545905041e-01,-1.313759996853109291e+00,-6.549395763302622298e-01,-1.435796587224879017e+00,-1.452731796212807132e-02,2.400837189134394645e-01,2.950499939336679103e-02,-8.178167995620366781e-01,4.703981346595944579e-01,3.730454977240207914e-01
-6.177292486779926983e-02,-2.222941285991374416e-01,-7.776281734142858060e-01,1.725888459569228373e-01,-5.841892399871014829e-01,1.551767912897707768e+00,-4.615625796280372617e-01,-8.932616037541081244e-01,3.052100628511779032e-02,9.735100190261063435e-01,-1.451178300164804202e+00,-6.876075029962172014e-01,1.232056161061933608e+00,-1.796190163702449993e+00,-7.066968474900656716e-01,-1.172666005355250674e+00,-2.592578202451518710e+00,1.712701690991128012e-01,-1.321489343923779369e+00,-6.684251884748118044e-01,-1.437638528788444114e+00,-1.633482916238289048e-02,2.298423446871782350e-01,1.824989261011088909e-02,-8.215911765085051055e-01,4.736397496967273968e-01,3.670910982540691592e-01
-5.569962778769418921e-02,-2.028548140190202242e-01,-7.662492017924322774e-01,1.800439844868621242e-01,-5.760034314471711436e-01,1.537769232138548103e+00,-4.629959303454932451e-01,-8.720812070325706378e-01,3.396271041901063881e-02,9.677823376927641164e-01,-1.472589006706850556e+00,-6.908818779839146496e-01,1.226816485428106285e+00,-1.796479085877521920e+00,-7.096523584046419142e-01,-1.159112104097894225e+00,-2.598316492777180020e+00,1.786810421491452638e-01,-1.323620429201287640e+00,-6.770449222144805379e-01,-1.426458475946596582e+00,-1.499930280464887092e-02,2.218735825338105094e-01,1.624021516990375308e-02,-8.296424935726341987e-01,4.790265185316550656e-01,3.483005460240570228e-01
-6.404479969083561042e-02,-1.966267438059322026e-01,-7.667824646963311563e-01,1.918442923853106441e-01,-5.770622871070885118e-01,1.534917474244297697e+00,-4.538732195845707751e-01,-8.607721935394148094e-01,3.921717442430344008e-02,9.883965317000642514e-01,-1.487838195198898372e+00,-6.811938839053837125e-01,1.225121574292487692e+00,-1.798379552518512670e+00,-7.356628401623576119e-01,-1.153697061994328754e+00,-2.599318010673789647e+00,1.658136908705526713e-01,-1.316670650832929335e+00,-6.947308639783246198e-01,-1.406964634367577682e+00,-1.518211866673672451e-02,2.214499151671984190e-01,2.513297821191578379e-02,-8.415800743311523391e-01,4.692588677294584620e-01,3.662605156946719953e-01
-6.158601687007692060e-02,-1.983845451454258613e-01,-7.724428872865070073e-01,1.893632605953342596e-01,-5.594010139844818319e-01,1.540764657681275462e+00,-4.451996612789052010e-01,-8.693994352330320918e-01,4.091135174229750676e-02,9.973713864951428976e-01,-1.493018501550874566e+00,-6.946878358734944747e-01,1.215033669397269867e+00,-1.792148713230254486e+00,-7.336536088267168187e-01,-1.150683365989475737e+00,-2.608397702522605943e+00,1.744437008736406947e-01,-1.329779543883379267e+00,-6.986364263669195829e-01,-1.408837881733670194e+00,-4.602944143400965887e-03,2.130430163553037604e-01,3.799981245316787215e-02,-8.465101226811823087e-01,4.775525046689823583e-01,3.632197447547542701e-01
